ID,0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96,100,104,108,112,116,120,124,128,132,136,140,144,148,152,156,160,164,168,172,176,180,184,188,192,196,200,204,208,212,216,220,224,228,232,236,240,244,248,252,256,260,264,268,272,276,280,284,288,292,296,300,304,308,312,316,320,324,328,332,336,340,344,348,352,356,360,364,368,372,376,380,384,388,392,396,400,404,408,412,416,420,424,428,432,436,440,444,448,452,456,460,464,468,472,476,480,484,488,492,496,500,504,508,512,516,520,524,528,532,536,540,544,548,552,556,560,564,568,572,576,580,584,588,592,596,600,604,608,612,616,620,624,628,632,636,640,644,648,652,656,660,664,668,672,676,680,684,688,692,696,700,704,708,712,716,720,724,728,732,736,740,744,748,752,756,760,764,768,772,776,780,784,788,792,796,800,804,808,812,816,820,824,828,832,836,840,844,848,852,856,860,864,868,872,876,880,884,888,892,896,900,904,908,912,916,920,924,928,932,936,940,944,948,952,956,960,964,968,972,976,980,984,988,992,996,1000
y_test,9.109263449295205e-6,8.443928655042625e-6,4.1535532182909565e-5,3.27809105491672e-5,1.7803911500106468e-5,1.2543557927739792e-5,4.656544271775181e-5,2.245684672992129e-5,1.9387257865443902e-5,4.304748591267053e-5,2.1698946815720422e-5,2.1067189523413727e-5,2.9114488316987624e-5,7.259524022689064e-6,4.114751047894811e-5,3.7565432570842485e-5,6.969200434973285e-7,2.0497149486967415e-5,2.0307269543432995e-6,4.2003153417433316e-5,3.2207277120430886e-6,3.415702256871607e-6,1.2763265808522804e-5,2.718045976738659e-6,4.6366640716415066e-5,4.201612386321192e-5,1.3594663540667626e-5,3.872621085061646e-5,1.0225304844878431e-6,2.9373177210997316e-5,1.3646123946082238e-5,7.722857816102414e-6,2.1546359626898963e-5,3.2007298801460354e-5,4.2880735375684686e-5,3.799246544395632e-5,1.552150248235259e-5,3.497218598898895e-5,2.0643934816222988e-5,1.7525884543524634e-5,3.2244305968023715e-5,1.1152714251025221e-5,2.5355933715278113e-5,2.5420838498201394e-5,1.2452557975683488e-5,4.81705023436802e-5,4.9998743640849396e-6,2.8697134438755e-5,4.730220423406538e-5,3.1914743256909164e-5,1.4958271221998395e-5,3.0266721323204673e-5,2.2391346219893005e-5,4.792542983387916e-5,3.175197021824545e-5,2.9202716067887195e-5,3.2516844412792146e-6,3.488305673538488e-5,3.469281830600623e-5,1.2456421108373333e-5,2.9726931148611287e-5,5.819385409212495e-6,3.7563449131133937e-6,1.990417744808165e-5,9.849437734319288e-6,2.1271542091754793e-5,5.116734523534018e-5,4.7325336194276e-5,7.719349498304886e-5,7.52890099742615e-5,8.509320069730144e-5,9.619238713527531e-5,1.090079493645792e-4,1.5391142744438253e-4,2.0134615488450234e-4,2.4145390130784287e-4,3.053798302006851e-4,3.667719532675365e-4,4.691680244484256e-4,5.59491782913927e-4,6.672413136639369e-4,8.533437552574792e-4,9.981306320857271e-4,0.0011931892010851749,0.0014006578581951634,0.0016019877498914309,0.0018924316245681086,0.0021404051856654307,0.0024202917678393015,0.0027142516010875612,0.0030371533357224346,0.003334496555485793,0.003634595004803743,0.0039292024221523345,0.0042082212583784235,0.0044575096151696445,0.004704558481760634,0.004904348150769122,0.005052085537618322,0.005202347388660785,0.005280091224156748,0.0053183810233230835,0.005293872551146322,0.005235150252411976,0.005174939062409734,0.005069864800126324,0.004945033634671515,0.004808366652537257,0.004641610184392789,0.004489720341988363,0.0043156190642023445,0.004135767718479642,0.003991266080636503,0.0038306983375861903,0.0037175851549091305,0.003591091607455946,0.0034894935954523235,0.0034176731045790876,0.0033066133285220333,0.0032721675321760743,0.0031974225125642325,0.003131252063747057,0.003109640710338988,0.0030678090148461607,0.0030220194045209436,0.0029519124498948632,0.002894902266449403,0.0028580752110604394,0.002752598291023469,0.00269048619494972,0.00258808342204822,0.0024861411545847112,0.0023867764423638363,0.0022581610796961016,0.0021403595943114916,0.0020514823384537298,0.001918601974570408,0.0017740465643859827,0.0016332305151567897,0.001526888227347845,0.0013921919810886926,0.0012726859711623866,0.0011479928552266972,0.0010593792452959255,9.275892477655279e-4,8.625646523667445e-4,7.475307999643843e-4,6.655784878646415e-4,5.895231617721146e-4,5.57220136317123e-4,5.230966041117504e-4,4.6927495549996685e-4,4.1000555675327853e-4,3.802778875714548e-4,3.74693912348478e-4,3.385660957939976e-4,3.452985200659276e-4,3.3306796717078274e-4,3.3348465023695374e-4,3.460218626696032e-4,3.296093249297543e-4,3.7860731637837683e-4,3.6907511518151267e-4,3.7229724701262244e-4,4.0235965931792494e-4,4.183505499242434e-4,4.335807988967771e-4,4.461470934269092e-4,5.012209398694765e-4,4.899513775015261e-4,5.212722978550909e-4,5.60252289840957e-4,5.911443909249723e-4,5.79433018676641e-4,6.466190326350314e-4,6.262970956506281e-4,6.598342464738174e-4,6.711292937041807e-4,7.275329263613065e-4,7.257843329717499e-4,7.480726322479313e-4,7.364174608992857e-4,7.70301388553468e-4,7.68961844914762e-4,7.869196431797536e-4,8.080307538304522e-4,8.220706617334004e-4,7.967979889214053e-4,8.117964840876157e-4,7.866699473303414e-4,7.79170428479059e-4,7.931982157152413e-4,7.753680041398553e-4,7.872209995307179e-4,7.35305037414632e-4,7.313301544523955e-4,7.437334539310347e-4,6.931068976162906e-4,6.664042981551956e-4,6.661064646282262e-4,6.526372607016869e-4,6.090451702769424e-4,6.235742009062547e-4,5.947928543929384e-4,5.736160349921271e-4,5.264392356712712e-4,5.156150681162253e-4,4.6111771438079994e-4,4.307627360522215e-4,4.3791444891868496e-4,4.180870690011384e-4,3.5849323878579586e-4,3.698326646164927e-4,3.458429126927497e-4,3.019836696282587e-4,3.127100380182647e-4,2.495817697323539e-4,2.3357902250705065e-4,2.5145755379560233e-4,2.1746766073272268e-4,1.9105214832379147e-4,1.6577250853644235e-4,1.8068866735571285e-4,1.370490651839671e-4,1.4129492053925965e-4,1.442683366632241e-4,1.1546097309623928e-4,8.972758745083855e-5,9.496345478921358e-5,1.0898874788050542e-4,8.34780453012923e-5,9.880084784719527e-5,9.328570163151274e-5,8.053583344319365e-5,4.562447588372389e-5,6.0870200957850056e-5,3.341080575696096e-5,6.26714921532088e-5,4.9660443707342e-5,3.559493907533263e-5,1.953933354476694e-5,1.842344961640755e-5,4.939062998091897e-5,1.3243481335406217e-5,2.332966092561327e-5,5.067230190962987e-5,1.7726350418365653e-5,4.9854494135092335e-5,2.951691088753229e-5,6.416251698561879e-6,2.1561976788507408e-5
